"participantId","bot","questionId","score","score_type"
"P3_11_11","Bot3","q11",2,"emotional"
"P3_11_12","Bot3","q11",4,"emotional"
"P3_11_13","Bot3","q11",1,"emotional"
"P3_11_14","Bot3","q11",3,"emotional"
"P3_11_15","Bot3","q11",4,"emotional"
"P3_11_16","Bot3","q11",5,"emotional"
"P3_11_17","Bot3","q11",5,"emotional"
"P3_11_18","Bot3","q11",5,"emotional"
"P3_11_19","Bot3","q11",2,"emotional"
"P3_11_20","Bot3","q11",3,"emotional"
"P3_11_21","Bot3","q11",5,"emotional"
"P3_11_22","Bot3","q11",2,"emotional"
"P3_11_23","Bot3","q11",4,"emotional"
"P3_11_24","Bot3","q11",5,"emotional"
"P3_11_25","Bot3","q11",2,"emotional"
"P3_11_26","Bot3","q11",3,"emotional"
"P3_11_27","Bot3","q11",4,"emotional"
"P3_11_28","Bot3","q11",1,"emotional"
"P3_11_29","Bot3","q11",2,"emotional"
"P3_11_30","Bot3","q11",1,"emotional"
"P3_11_31","Bot3","q11",1,"emotional"
"P3_11_32","Bot3","q11",5,"emotional"
"P3_11_33","Bot3","q11",5,"emotional"
"P3_11_34","Bot3","q11",1,"emotional"
"P3_11_35","Bot3","q11",3,"emotional"
"P3_11_36","Bot3","q11",1,"emotional"
"P3_11_37","Bot3","q11",3,"emotional"
"P3_11_38","Bot3","q11",4,"emotional"
"P3_11_39","Bot3","q11",1,"emotional"
"P3_11_40","Bot3","q11",2,"emotional"
"P3_11_41","Bot3","q11",5,"emotional"
"P3_11_42","Bot3","q11",4,"emotional"
"P3_11_43","Bot3","q11",4,"emotional"
"P3_11_44","Bot3","q11",3,"emotional"
"P3_11_45","Bot3","q11",4,"emotional"
"P3_12_1","Bot3","q12",3,"emotional"
"P3_12_2","Bot3","q12",3,"emotional"
"P3_12_3","Bot3","q12",2,"emotional"
"P3_12_4","Bot3","q12",5,"emotional"
"P3_12_5","Bot3","q12",1,"emotional"
"P3_12_6","Bot3","q12",5,"emotional"
"P3_12_7","Bot3","q12",3,"emotional"
"P3_12_8","Bot3","q12",5,"emotional"
"P3_12_9","Bot3","q12",4,"emotional"
"P3_12_10","Bot3","q12",5,"emotional"
"P3_12_11","Bot3","q12",3,"emotional"
"P3_12_12","Bot3","q12",4,"emotional"
"P3_12_13","Bot3","q12",3,"emotional"
"P3_12_14","Bot3","q12",4,"emotional"
"P3_12_15","Bot3","q12",2,"emotional"
"P3_12_16","Bot3","q12",4,"emotional"
"P3_12_17","Bot3","q12",5,"emotional"
"P3_12_18","Bot3","q12",5,"emotional"
"P3_12_19","Bot3","q12",2,"emotional"
"P3_12_20","Bot3","q12",2,"emotional"
"P3_12_21","Bot3","q12",3,"emotional"
"P3_12_22","Bot3","q12",3,"emotional"
"P3_12_23","Bot3","q12",2,"emotional"
"P3_12_24","Bot3","q12",5,"emotional"
"P3_12_25","Bot3","q12",2,"emotional"
"P3_12_26","Bot3","q12",5,"emotional"
"P3_12_27","Bot3","q12",3,"emotional"
"P3_12_28","Bot3","q12",5,"emotional"
"P3_12_29","Bot3","q12",4,"emotional"
"P3_12_30","Bot3","q12",1,"emotional"
"P3_12_31","Bot3","q12",3,"emotional"
"P3_12_32","Bot3","q12",4,"emotional"
"P3_12_33","Bot3","q12",4,"emotional"
"P3_12_34","Bot3","q12",1,"emotional"
"P3_12_35","Bot3","q12",5,"emotional"
"P3_12_36","Bot3","q12",3,"emotional"
"P3_12_37","Bot3","q12",3,"emotional"
"P3_12_38","Bot3","q12",4,"emotional"
"P3_12_39","Bot3","q12",3,"emotional"
"P3_12_40","Bot3","q12",3,"emotional"
"P3_12_41","Bot3","q12",4,"emotional"
"P3_12_42","Bot3","q12",4,"emotional"
"P3_12_43","Bot3","q12",2,"emotional"
"P3_12_44","Bot3","q12",5,"emotional"
"P3_12_45","Bot3","q12",4,"emotional"
